sl_no,sl_no_flag,town_name,town_name_flag,hospitals_dispensaries,hospitals_dispensaries_flag,med_beds,med_beds_flag,degree_colleges,degree_colleges_flag,medical_colleges,medical_colleges_flag,engg_colleges,engg_colleges_flag,polytechnics,polytechnics_flag,vocational_institutes,vocational_institutes_flag,higher_secondary_schools,higher_secondary_schools_flag,middle_schools,middle_schools_flag,primary_schools,primary_schools_flag,other_edu_institutions,other_edu_institutions_flag,stadia,stadia_flag,cinemas,cinemas_flag,auditoria,auditoria_flag,libraries,libraries_flag,row_type,reference_target,requires_review,parent_row_index,subrow_index,subrow_count,row_index,pdf_id,district,state,year,format_id,table_id,source_pdf,source_pdf_sha256,source_page_start,source_page_end,anchor_printed_page,continuation_printed_page,metadata_workbook,metadata_workbook_sha256,extracted_at
,,Tundla,,D (1),,,,,,,,,,,,,,3,,4,,9,,...,,...,,...,,...,,PL (1),,COMPONENT,,False,18,0,2,44,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,Tundla,,FC (1),,4,,,,,,,,,,,,3,,4,,9,,...,,...,,...,,...,,PL (1),,COMPONENT,,False,18,1,2,45,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,Tundla Rly. Colony,,H (1),,50,,,,,,,,,,,,1,,...,,4,,1,,...,,...,,1,,PL (2),,COMPONENT,,False,19,0,2,46,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
,,Tundla Rly. Colony,,FC (1),,,,,,,,,,,,,,1,,...,,4,,1,,...,,...,,1,,PL (2),,COMPONENT,,False,19,1,2,47,agra_mededu_1971,Agra,Uttar Pradesh,1971,format_002,agra_mededu_001,agra_mededu_1971.pdf,b19834743e6608eeb713ec63b6d4ce1bcfc82813cdd6b32c41204553bd07401f,30,31,12,13,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T19:24:36.810657+00:00
1,,Aligarh,,H(8),,712,,"AS(2), ASCL(1)",,1,,1,,1,,Sh. Type (1),,20,,7,,102,,9,,...,,5,,...,,PL(1),,ORDINARY,,False,0,0,3,0,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
1,,Aligarh,,D(1),,...,,"AS(2), ASCL(1)",,1,,1,,1,,Sh. Type (1),,20,,7,,102,,9,,...,,5,,...,,PL(1),,ORDINARY,,False,0,1,3,1,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
1,,Aligarh,,FC(4),,...,,"AS(2), ASCL(1)",,1,,1,,1,,Sh. Type (1),,20,,7,,102,,9,,...,,5,,...,,PL(1),,ORDINARY,,False,0,2,3,2,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
2,,Atrauli,,H(1),,6,,...,,...,,...,,...,,...,,2,,2,,11,,2,,...,,...,,...,,PL(1),,ORDINARY,,False,1,0,2,3,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
2,,Atrauli,,D(1),,...,,...,,...,,...,,...,,...,,2,,2,,11,,2,,...,,...,,...,,PL(1),,ORDINARY,,False,1,1,2,4,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
3,,Hathras,,H(4),,337,,ASC(2),,...,,...,,1,,...,,9,,7,,29,,...,,...,,3,,...,,PL(1) RR(1),,ORDINARY,,False,2,0,5,5,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
3,,Hathras,,D(2),,...,,ASC(2),,...,,...,,1,,...,,9,,7,,29,,...,,...,,3,,...,,PL(1) RR(1),,ORDINARY,,False,2,1,5,6,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
3,,Hathras,,NH(1),,...,,ASC(2),,...,,...,,1,,...,,9,,7,,29,,...,,...,,3,,...,,PL(1) RR(1),,ORDINARY,,False,2,2,5,7,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
3,,Hathras,,TBC(1),,25,,ASC(2),,...,,...,,1,,...,,9,,7,,29,,...,,...,,3,,...,,PL(1) RR(1),,ORDINARY,,False,2,3,5,8,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
3,,Hathras,,FC(1),,...,,ASC(2),,...,,...,,1,,...,,9,,7,,29,,...,,...,,3,,...,,PL(1) RR(1),,ORDINARY,,False,2,4,5,9,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
4,,Mursan,,H(1),,4,,...,,...,,...,,...,,...,,2,,...,,3,,...,,...,,...,,...,,...,,ORDINARY,,False,3,0,2,10,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
4,,Mursan,,HC(1),,6,,...,,...,,...,,...,,...,,2,,...,,3,,...,,...,,...,,...,,...,,ORDINARY,,False,3,1,2,11,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
5,,Sasni,,H(1),,4,,...,,...,,...,,...,,...,,2,,...,,4,,...,,...,,...,,...,,...,,ORDINARY,,False,4,0,2,12,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
5,,Sasni,,*O(1),,...,,...,,...,,...,,...,,...,,2,,...,,4,,...,,...,,...,,...,,...,,ORDINARY,,False,4,1,2,13,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
6,,Sikandra Rao,,H(2),,16,,...,,...,,...,,...,,...,,3,,3,,14,,1,,...,,1,,...,,PL(1) RR(1),,ORDINARY,,False,5,0,2,14,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
6,,Sikandra Rao,,*O(1),,...,,...,,...,,...,,...,,...,,3,,3,,14,,1,,...,,1,,...,,PL(1) RR(1),,ORDINARY,,False,5,1,2,15,aligarh_mededu_1971,Aligarh,Uttar Pradesh,1971,format_002,aligarh_mededu_001,aligarh_mededu_1971.pdf,c52c4590428e39479d5ff8883fd639ef3c6dd61dea70e91fa69dc88932aacf95,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:08:55.038399+00:00
1,,Allahabad See Allahabad City Urban Agglomeration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS_REFERENCE,Allahabad City Urban Agglomeration,False,0,0,1,0,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
2,,Allahabad Cantt. See Allahabad City Urban Agglomeration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS_REFERENCE,Allahabad City Urban Agglomeration,False,1,0,1,1,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
,,ALLAHABAD CITY URBAN AGGLOMERATION,,H (18),,"1,460",,A (3) AS (2) S (1),,1,,1,,3,,Sh. type (3),,26,,48,,307,,52,,3,,11,,7,,PL (20) RR (1),,AGGREGATE,,False,2,0,6,2,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
,,ALLAHABAD CITY URBAN AGGLOMERATION,,D (3),,...,,A (3) AS (2) S (1),,1,,1,,3,,Sh. type (3),,26,,48,,307,,52,,3,,11,,7,,PL (20) RR (1),,AGGREGATE,,False,2,1,6,3,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
,,ALLAHABAD CITY URBAN AGGLOMERATION,,TBC (2),,...,,A (3) AS (2) S (1),,1,,1,,3,,Sh. type (3),,26,,48,,307,,52,,3,,11,,7,,PL (20) RR (1),,AGGREGATE,,False,2,2,6,4,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
,,ALLAHABAD CITY URBAN AGGLOMERATION,,NH (1),,...,,A (3) AS (2) S (1),,1,,1,,3,,Sh. type (3),,26,,48,,307,,52,,3,,11,,7,,PL (20) RR (1),,AGGREGATE,,False,2,3,6,5,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
,,ALLAHABAD CITY URBAN AGGLOMERATION,,FC (4),,...,,A (3) AS (2) S (1),,1,,1,,3,,Sh. type (3),,26,,48,,307,,52,,3,,11,,7,,PL (20) RR (1),,AGGREGATE,,False,2,4,6,6,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
,,ALLAHABAD CITY URBAN AGGLOMERATION,,*O (1),,100,,A (3) AS (2) S (1),,1,,1,,3,,Sh. type (3),,26,,48,,307,,52,,3,,11,,7,,PL (20) RR (1),,AGGREGATE,,False,2,5,6,7,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
(i),,Allahabad,,H (17),,"1,436",,A (3) AS (2) S (1),,1,,1,,3,,Sh. type (3),,26,,47,,304,,52,,3,,11,,6,,PL (20),,COMPONENT,,False,3,0,6,8,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
(i),,Allahabad,,D (2),,...,,A (3) AS (2) S (1),,1,,1,,3,,Sh. type (3),,26,,47,,304,,52,,3,,11,,6,,PL (20),,COMPONENT,,False,3,1,6,9,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
(i),,Allahabad,,TBC (2),,...,,A (3) AS (2) S (1),,1,,1,,3,,Sh. type (3),,26,,47,,304,,52,,3,,11,,6,,PL (20),,COMPONENT,,False,3,2,6,10,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
(i),,Allahabad,,NH (1),,...,,A (3) AS (2) S (1),,1,,1,,3,,Sh. type (3),,26,,47,,304,,52,,3,,11,,6,,PL (20),,COMPONENT,,False,3,3,6,11,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
(i),,Allahabad,,FC (4),,...,,A (3) AS (2) S (1),,1,,1,,3,,Sh. type (3),,26,,47,,304,,52,,3,,11,,6,,PL (20),,COMPONENT,,False,3,4,6,12,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
(i),,Allahabad,,*O (1),,100,,A (3) AS (2) S (1),,1,,1,,3,,Sh. type (3),,26,,47,,304,,52,,3,,11,,6,,PL (20),,COMPONENT,,False,3,5,6,13,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
(ii),,Allahabad Cantt.,,H (1),,24,,...,,...,,...,,...,,...,,...,,1,,3,,...,,...,,...,,...,,RR (1),,COMPONENT,,False,4,0,1,14,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
(iii),,Subedarganj Rly. Colony,,D (1),,...,,...,,...,,...,,...,,...,,...,,...,,...,,...,,...,,...,,1,,...,,COMPONENT,,False,5,0,1,15,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
3,,Bharatganj,,D (1),,...,,...,,...,,...,,...,,...,,1,,...,,2,,...,,...,,...,,...,,...,,ORDINARY,,False,6,0,1,16,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
4,,Mauaima,,...,,...,,...,,...,,...,,...,,...,,1,,2,,1,,3,,...,,...,,...,,...,,ORDINARY,,False,7,0,1,17,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
5,,Phulpur,,H (1),,4,,...,,...,,...,,...,,...,,3,,1,,3,,...,,...,,...,,...,,PL (1),,ORDINARY,,False,8,0,2,18,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
5,,Phulpur,,HC (1),,...,,...,,...,,...,,...,,...,,3,,1,,3,,...,,...,,...,,...,,PL (1),,ORDINARY,,False,8,1,2,19,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
6,,Sirsa,,D (1),,4,,...,,...,,...,,...,,...,,3,,1,,3,,...,,...,,...,,...,,PL (1),,ORDINARY,,False,9,0,1,20,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
7,,Subedarganj Rly. Colony See Allahabad City Urban Agglomeration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS_REFERENCE,Allahabad City Urban Agglomeration,False,10,0,1,21,allahabad_mededu_1971,Allahabad,Uttar Pradesh,1971,format_002,allahabad_mededu_001,allahabad_mededu_1971.pdf,986d5ce93c13c81ebcc49cf0e76efd61235c1fb132a969d895ee095df9c60ba3,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-29T15:09:02.287504+00:00
