sl_no,sl_no_flag,town_name,town_name_flag,hospitals_dispensaries,hospitals_dispensaries_flag,med_beds,med_beds_flag,degree_colleges,degree_colleges_flag,medical_colleges,medical_colleges_flag,engg_colleges,engg_colleges_flag,polytechnics,polytechnics_flag,vocational_institutes,vocational_institutes_flag,higher_secondary_schools,higher_secondary_schools_flag,middle_schools,middle_schools_flag,primary_schools,primary_schools_flag,other_edu_institutions,other_edu_institutions_flag,stadia,stadia_flag,cinemas,cinemas_flag,auditoria,auditoria_flag,libraries,libraries_flag,row_type,reference_target,requires_review,parent_row_index,subrow_index,subrow_count,row_index,pdf_id,district,state,year,format_id,table_id,source_pdf,source_pdf_sha256,source_page_start,source_page_end,anchor_printed_page,continuation_printed_page,metadata_workbook,metadata_workbook_sha256,extracted_at
(ii),,Lucknow,,TBC (1),,9,,A (7) AS (6) ASC (2),,5**,,...,,3,,Sh. Type (14) O (11),,121,,55,,460,,24,,1,,18,,6,,PL (7) RR (20),,COMPONENT,,False,5,2,5,13,lucknow_mededu_1971,Lucknow,Uttar Pradesh,1971,format_002,lucknow_mededu_001,lucknow_mededu_1971.pdf,af004de9d583f5fdcb3683b1da4861da9e66ffb9a2b66944e6fb622253c2bbb8,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:59:08.658639+00:00
(ii),,Lucknow,,FC (15),,...,,A (7) AS (6) ASC (2),,5**,,...,,3,,Sh. Type (14) O (11),,121,,55,,460,,24,,1,,18,,6,,PL (7) RR (20),,COMPONENT,,False,5,3,5,14,lucknow_mededu_1971,Lucknow,Uttar Pradesh,1971,format_002,lucknow_mededu_001,lucknow_mededu_1971.pdf,af004de9d583f5fdcb3683b1da4861da9e66ffb9a2b66944e6fb622253c2bbb8,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:59:08.658639+00:00
(ii),,Lucknow,,*O (1),,35,,A (7) AS (6) ASC (2),,5**,,...,,3,,Sh. Type (14) O (11),,121,,55,,460,,24,,1,,18,,6,,PL (7) RR (20),,COMPONENT,,False,5,4,5,15,lucknow_mededu_1971,Lucknow,Uttar Pradesh,1971,format_002,lucknow_mededu_001,lucknow_mededu_1971.pdf,af004de9d583f5fdcb3683b1da4861da9e66ffb9a2b66944e6fb622253c2bbb8,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:59:08.658639+00:00
(iii),,Lucknow Cantt.,,H (2),,44,,...,,...,,...,,...,,...,,...,,...,,8,,...,,...,,...,,...,,PL (2),,COMPONENT,,False,6,0,2,16,lucknow_mededu_1971,Lucknow,Uttar Pradesh,1971,format_002,lucknow_mededu_001,lucknow_mededu_1971.pdf,af004de9d583f5fdcb3683b1da4861da9e66ffb9a2b66944e6fb622253c2bbb8,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:59:08.658639+00:00
(iii),,Lucknow Cantt.,,D (1),,...,,...,,...,,...,,...,,...,,...,,...,,8,,...,,...,,...,,...,,PL (2),,COMPONENT,,False,6,1,2,17,lucknow_mededu_1971,Lucknow,Uttar Pradesh,1971,format_002,lucknow_mededu_001,lucknow_mededu_1971.pdf,af004de9d583f5fdcb3683b1da4861da9e66ffb9a2b66944e6fb622253c2bbb8,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:59:08.658639+00:00
4,,Malihabad,,D (2),,8,,...,,...,,...,,...,,...,,...,,2,,7,,...,,...,,...,,...,,PL (2),,ORDINARY,,False,7,0,4,18,lucknow_mededu_1971,Lucknow,Uttar Pradesh,1971,format_002,lucknow_mededu_001,lucknow_mededu_1971.pdf,af004de9d583f5fdcb3683b1da4861da9e66ffb9a2b66944e6fb622253c2bbb8,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:59:08.658639+00:00
4,,Malihabad,,HC (1),,...,,...,,...,,...,,...,,...,,...,,2,,7,,...,,...,,...,,...,,PL (2),,ORDINARY,,False,7,1,4,19,lucknow_mededu_1971,Lucknow,Uttar Pradesh,1971,format_002,lucknow_mededu_001,lucknow_mededu_1971.pdf,af004de9d583f5fdcb3683b1da4861da9e66ffb9a2b66944e6fb622253c2bbb8,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:59:08.658639+00:00
4,,Malihabad,,FC (1),,...,,...,,...,,...,,...,,...,,...,,2,,7,,...,,...,,...,,...,,PL (2),,ORDINARY,,False,7,2,4,20,lucknow_mededu_1971,Lucknow,Uttar Pradesh,1971,format_002,lucknow_mededu_001,lucknow_mededu_1971.pdf,af004de9d583f5fdcb3683b1da4861da9e66ffb9a2b66944e6fb622253c2bbb8,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:59:08.658639+00:00
4,,Malihabad,,*O (1),,...,,...,,...,,...,,...,,...,,...,,2,,7,,...,,...,,...,,...,,PL (2),,ORDINARY,,False,7,3,4,21,lucknow_mededu_1971,Lucknow,Uttar Pradesh,1971,format_002,lucknow_mededu_001,lucknow_mededu_1971.pdf,af004de9d583f5fdcb3683b1da4861da9e66ffb9a2b66944e6fb622253c2bbb8,26,27,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T20:59:08.658639+00:00
1,,Bewar,,H (1),,6,,...,,...,,...,,...,,...,,3,,2,,3,,...,,...,,...,,...,,...,,ORDINARY,,False,0,0,3,0,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
1,,Bewar,,NH (1),,...,,...,,...,,...,,...,,...,,3,,2,,3,,...,,...,,...,,...,,...,,ORDINARY,,False,0,1,3,1,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
1,,Bewar,,FC (1),,...,,...,,...,,...,,...,,...,,3,,2,,3,,...,,...,,...,,...,,...,,ORDINARY,,False,0,2,3,2,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
2,,Bhongaon,,H (1),,8,,A (1),,...,,...,,...,,...,,3,,3,,3,,...,,...,,...,,...,,PL (2),,ORDINARY,,False,1,0,3,3,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
2,,Bhongaon,,NH (1),,...,,A (1),,...,,...,,...,,...,,3,,3,,3,,...,,...,,...,,...,,PL (2),,ORDINARY,,False,1,1,3,4,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
2,,Bhongaon,,FC (1),,...,,A (1),,...,,...,,...,,...,,3,,3,,3,,...,,...,,...,,...,,PL (2),,ORDINARY,,False,1,2,3,5,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
3,,Karhal,,HC (1),,4,,...,,...,,...,,...,,...,,2,,2,,2,,2,,...,,...,,...,,...,,ORDINARY,,False,2,0,2,6,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
3,,Karhal,,FC (1),,...,,...,,...,,...,,...,,...,,2,,2,,2,,2,,...,,...,,...,,...,,ORDINARY,,False,2,1,2,7,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
4,,Kuraoli,,D (1),,3,,C (1),,...,,...,,...,,...,,2,,2,,1,,...,,...,,...,,...,,...,,ORDINARY,,False,3,0,1,8,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
5,,Mainpuri,,H (4),,60,,A (1),,...,,...,,...,,Type (2),,4,,4,,13,,22,,...,,2,,...,,PL (4) RR (1),,ORDINARY,,False,4,0,5,9,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
5,,Mainpuri,,O (1),,16,,A (1),,...,,...,,...,,Type (2),,4,,4,,13,,22,,...,,2,,...,,PL (4) RR (1),,ORDINARY,,False,4,1,5,10,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
5,,Mainpuri,,FC (1),,...,,A (1),,...,,...,,...,,Type (2),,4,,4,,13,,22,,...,,2,,...,,PL (4) RR (1),,ORDINARY,,False,4,2,5,11,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
5,,Mainpuri,,TBC (1),,...,,A (1),,...,,...,,...,,Type (2),,4,,4,,13,,22,,...,,2,,...,,PL (4) RR (1),,ORDINARY,,False,4,3,5,12,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
5,,Mainpuri,,D (1),,...,,A (1),,...,,...,,...,,Type (2),,4,,4,,13,,22,,...,,2,,...,,PL (4) RR (1),,ORDINARY,,False,4,4,5,13,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
6,,Shikohabad,,H (2),,16,,A (2) AS (1),,...,,...,,...,,...,,4,,4,,17,,1,,...,,1,,...,,PL (1),,ORDINARY,,False,5,0,3,14,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
6,,Shikohabad,,O (1),,12,,A (2) AS (1),,...,,...,,...,,...,,4,,4,,17,,1,,...,,1,,...,,PL (1),,ORDINARY,,False,5,1,3,15,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
6,,Shikohabad,,FC (1),,...,,A (2) AS (1),,...,,...,,...,,...,,4,,4,,17,,1,,...,,1,,...,,PL (1),,ORDINARY,,False,5,2,3,16,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
7,,Sirsaganj,,H (1),,4,,...,,...,,...,,...,,...,,3,,1,,5,,...,,...,,...,,...,,PL (5),,ORDINARY,,False,6,0,2,17,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
7,,Sirsaganj,,FC (1),,...,,...,,...,,...,,...,,...,,3,,1,,5,,...,,...,,...,,...,,PL (5),,ORDINARY,,False,6,1,2,18,mainpuri_mededu_1971,Mainpuri,Uttar Pradesh,1971,format_002,mainpuri_mededu_001,mainpuri_mededu_1971.pdf,f45416466f0ef51e8fb0267ceb6c9e8b6a233dfbf86e8af2032d991146b50a69,23,24,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:02:36.844395+00:00
1,,Baldeo,,HC (2),,4,,...,,...,,...,,...,,...,,1,,8,,2,,...,,...,,...,,...,,...,,ORDINARY,,False,0,0,2,0,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
1,,Baldeo,,FC (1),,...,,...,,...,,...,,...,,...,,1,,8,,2,,...,,...,,...,,...,,...,,ORDINARY,,False,0,1,2,1,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
2,,Govardhan,,H (1),,12,,...,,...,,...,,...,,...,,2,,...,,4,,...,,...,,...,,...,,...,,ORDINARY,,False,1,0,3,2,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
2,,Govardhan,,HC (1),,...,,...,,...,,...,,...,,...,,2,,...,,4,,...,,...,,...,,...,,...,,ORDINARY,,False,1,1,3,3,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
2,,Govardhan,,FC (1),,...,,...,,...,,...,,...,,...,,2,,...,,4,,...,,...,,...,,...,,...,,ORDINARY,,False,1,2,3,4,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
3,,Kosi Kalan,,D (2),,...,,A (1),,...,,...,,...,,...,,3,,...,,16,,1,,...,,1,,...,,PL (2),,ORDINARY,,False,2,0,1,5,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
4,,Mathura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS_REFERENCE,Mathura City Urban Agglomeration,False,3,0,1,6,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
5,,Mathura Cantt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS_REFERENCE,Mathura City Urban Agglomeration,False,4,0,1,7,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
,,Mathura City Urban Agglomeration,,H (7),,300,,A (2) S (1),,...,,...,,1,,...,,18,,4,,78,,1,,...,,4,,1,,PL (7),,AGGREGATE,,False,5,0,5,8,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
,,Mathura City Urban Agglomeration,,D (2),,...,,A (2) S (1),,...,,...,,1,,...,,18,,4,,78,,1,,...,,4,,1,,PL (7),,AGGREGATE,,False,5,1,5,9,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
,,Mathura City Urban Agglomeration,,TBC (1),,73,,A (2) S (1),,...,,...,,1,,...,,18,,4,,78,,1,,...,,4,,1,,PL (7),,AGGREGATE,,False,5,2,5,10,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
,,Mathura City Urban Agglomeration,,FC (2),,...,,A (2) S (1),,...,,...,,1,,...,,18,,4,,78,,1,,...,,4,,1,,PL (7),,AGGREGATE,,False,5,3,5,11,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
,,Mathura City Urban Agglomeration,,*O (4),,89,,A (2) S (1),,...,,...,,1,,...,,18,,4,,78,,1,,...,,4,,1,,PL (7),,AGGREGATE,,False,5,4,5,12,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
(i),,Mathura,,H (6),,225,,A (2) S (1),,...,,...,,1,,...,,16,,4,,76,,...,,...,,3,,1,,PL (7),,COMPONENT,,False,6,0,5,13,mathura_mededu_1971,Mathura,Uttar Pradesh,1971,format_002,mathura_mededu_001,mathura_mededu_1971.pdf,686e57c289c0afb4a0b67013ddfb36254504e38c9edc69c6a36c24c6bff4fd0e,27,28,8,9,E:\Archival-Digitisation-Project\1971_Trimmed_PDF\Uttar_Pradesh\metadata\document.xlsx,4bf05d889c56070f43e73558469b6cab4e2a96f37cf6cc1e9a7aa54c7efd5abe,2026-08-30T21:06:35.753055+00:00
